course_code,course_name,domain_knowledge,jd_skills,tools
DTUE301,Principles of Economic Management,"Economic management policies (fiscal, monetary, trade, investment, exchange rate), Functions and roles of state management, Economic models and theories of economic management","Analyze practical issues in sectoral policies, Macroeconomic management analysis, Evaluation of economic management policies, Teamwork, Communication",
TCHE341,Financial Economics,"Modern finance theories, Allocation of scarce resources, Consumption/investment decisions, Valuation of risky assets, Optimal portfolio, Investment decisions under certainty and uncertainty","Apply rational methods/techniques for investment decisions, Task coordination, Foreign language communication, Teamwork",
TCHE442,Quantitative Methods for Finance,"Quantitative and statistical techniques, Risk and return measurement, Expectations and portfolio mathematics, Methods of simulation, Estimations and hypothesis testing, Simple linear regression","Analyze financial data, Construct data-driven strategies, Informed financial decision making, Teamwork, Foreign language communication",
COSE203/COSH203,Object-Oriented Programming,"Nguyên lý thiết kế hướng đối tượng, Viết lớp và phương thức, Tham chiếu đối tượng, Dữ liệu và quyền truy nhập, Biến và phạm vi, Cây thừa kế, Đa hình, Interface, Ngoại lệ (exception), Dòng vào ra cơ bản, Lập trình tổng quát, Cấu trúc dữ liệu tổng quát, UML class diagrams","Lập trình hướng đối tượng, Cài đặt thiết kế hướng đối tượng bằng C++ hoặc Java, Đọc hiểu sơ đồ lớp UML","C++, Java"
TMAE306,E-commerce (Thương mại điện tử),"E-commerce business models, Technological infrastructure of e-commerce, Internet marketing technologies, Retailing, Supply chain, Security and encryption, Ethical, social, and political issues in e-commerce","Design and launch e-commerce ventures, Strategic planning, Business planning, Implement e-commerce strategy, Teamwork, Apply AI",Office informatics tools
TLH104/TLHH104/TLH104E,Psychology in Business (Tâm lý học kinh doanh),"Psychology of leaders and managers, Psychology of employees, Industrial and organizational psychology, Consumer psychology, Commercial advertising","Psychological counseling and consulting, Analyze psychological characteristics of business entities, Communication",
QTRE409,Productivity and Quality Management,"Quality management theories, Continuous improvement, Customer focus, Employee involvement, Statistical tools in quality management, Quality models and frameworks","Synthesize and systematize issues, Compare, analyze, comment, evaluate quality management, Decision making on quality, Teamwork, Leadership",Information technology tools
KET.F3.2,Financial Accounting 2,"International accounting standards, Single entity financial statements, Consolidated financial statements for groups, Financial performance and financial position appraisal","Prepare single entity financial statements, Prepare consolidated financial statements, Appraise financial performance, English communication in accounting",
DASE201/DASH201,Hệ quản trị cơ sở dữ liệu (Database management system),"Phương thức lưu trữ dữ liệu, Kỹ thuật truy vấn, Quản trị cơ sở dữ liệu (CSDL), Thiết kế cơ sở dữ liệu","Xử lý dữ liệu bằng SQL, Làm sạch, biến đổi dữ liệu, Truy vấn và tính toán trên cơ sở dữ liệu, Phân tích dữ liệu kinh doanh",SQL
DASE301,Optimization methods in Economics and Business,"Linear programming, Simplex and dual simplex methods, Transportation problems, Network optimization, Synchronous production problems, Matrix games, Integer programming","Solve linear programming problems, Solve transportation problems, Implement optimization methods for economic problems, Teamwork",Python
COSE202/COSH202,Nhập môn AI và Khoa học dữ liệu,"Thuật giải Heuristic, Biểu diễn tri thức và suy diễn, Máy học, Mạng neural nhân tạo, Xử lý dữ liệu văn bản, tiếng nói, ảnh","Xây dựng chương trình xử lý thông minh, Cài đặt chương trình đơn giản, Tư duy logic, Giải quyết bài toán thực tế",
MKTE401,International Marketing,"International marketing environment, Target export markets, Behavior of importers, Global business contexts","International marketing planning, International market research, Data analysis, Evaluate and select export markets, Teamwork",
NHAE302,Principles of Banking,"Banking system, Central banks and commercial banks, Regulations for banking activities, Key services (deposit mobilization, credit, payment, e-banking), Commercial bank management","Analyze and evaluate operational efficiency, Financial reports analysis, Risks assessment in bank operations, Teamwork",
QTRE407,Project Management,"Project lifecycle, Project management knowledge areas (scope, time, cost, quality, human resources, communication, risk), Project scheduling, Cost management, Resource allocation, Project control, Risk management and termination","Develop, execute and control a project plan, Work breakdown structure (WBS), Budgeting, Teamwork, Leadership","Digital tools, IT tools"
KTEE325,Culture in Business,"Cultural theories, Business culture components, Cultural models, Multicultural contexts","Apply cultural models in business strategies, Negotiation, marketing, and HR management in multicultural contexts, Teamwork, Communication",
KDOE307,International Business,"Globalization, International business environment, International business strategies, Organizational structures of multinational enterprises, Functional activities of international business, Modes of entry, Porter’s Five Forces, Hofstede’s model","Analyze business models, Evaluate context of countries and enterprises, Teamwork, Communication",
QTRE203,Leadership Skills (Kỹ năng lãnh đạo),"Theoretical approaches to leadership, Leadership styles, Meaning of power, Charismatic, transactional, transformational, servant, and authentic leadership, Team leadership and strategic leadership","Influence and motivate, Problem-solving and decision-making, Interpersonal communication, Presentation, Collaboration, Team leadership",
KET.F2,Management Accounting (F2),"Management accounting techniques, Nature, source and purpose of management information, Statistical techniques to analyze data, Cost accounting and costing techniques, Budgeting and standard costing, Variance analysis, Performance measurement","Cost accounting procedures, Predicting profit, Preparing budgets, Interpreting variances, Preparing management accounting reports, Data processing",
KET.F3.1,Financial Accounting 1,"Regulatory and conceptual framework of financial reporting, Qualitative characteristics of useful information, Double-entry accounting, Financial statements for sole traders","Recording transactions and events, Prepare basic financial statements, Professional English proficiency, Self-studying",
VJPE205,Business Analytics,"Business data basics, Descriptive analysis, Predictive analysis, Business analysis principles","Business data analysis, Formulate and solve business problems, Identify development trends, Data preparation, Decision making","Excel, Tableau, Knime, RapidMiner, Python"
COSE300/COSH300,An toàn thông tin (Information Security),"Phương pháp mật mã thông tin và kiểm soát lỗi, Public key cryptography, Block ciphers, Stream ciphers, Digital signature, Hashing, Xác thực, Sửa lỗi (linear code, hamming code, cyclic code, BCH, Reed-Solomon code), Đại số tuyến tính, Xác suất thống kê","Áp dụng các thư viện mã hoá trong lập trình, Ứng dụng các chuẩn, các giao thức và công cụ về an toàn thông tin, Mã hoá thông tin",Cryptography libraries
KTEE312,Business Economics,"Company structure, Profit maximization theory, Revenue maximization, Firms' supply decisions, Uncertainty considerations, Demand analysis for goods, Corporate organizational models","Apply economic principles in business operations, Solve practical problems in management and decision-making, Communication, Teamwork",
DTUE401,Securities Analysis and Investments,"Financial investments, Stocks, bonds, options and other derivative securities valuation, Securities analysis techniques, Portfolio management","Stock valuation, Fixed-income securities valuation, Perform financial analysis, Teamwork, Presentation",Financial analysis software
DTUE304,Professional Ethics and Corporate Governance,"Professional ethics in financial analysis and investment, Market integrity standards, Conflicts of interest, Corporate governance mechanisms","Detect and resolve ethical violations, Implement corporate governance mechanisms, Teamwork, Ethical decision-making",
KDOE402,Risk management in international business,"Risk classification, Relationship between risk and business performance, Operational risk, Credit risk, National risk, Market risk, Risks in international freight transportation, SWOT matrix, PESTLE analysis","Develop a risk management plan, Risk assessment and control, Analyze real-life business risk situations",
PLUE401,Law on Enterprises (Pháp luật doanh nghiệp),"Corporate law core principles, Legal forms of businesses, Incorporation, Corporate governance, Dissolution, Legal frameworks and business entity types in typical systems","Identify legal risks, Apply corporate law knowledge in decision-making, Manage legal compliance, Corporate formation and restructuring",
TOAE110/TOAH110,Giải tích (Calculus),"Phép tính giới hạn, Tính liên tục, Phép tính vi phân hàm một biến và nhiều biến, Phép tính tích phân hàm một biến và nhiều biến, Cực trị hàm một biến và nhiều biến, Phương trình vi phân cấp một, Phương trình vi phân tuyến tính cấp hai, Ứng dụng của giải tích trong kinh tế và kinh doanh","Giải bài toán tối ưu, Xác định giới hạn của hàm số, Xét tính liên tục của hàm số, Tính đạo hàm riêng, Tính đạo hàm của hàm ẩn, Mô hình hóa các tình huống trong kinh tế và kinh doanh, Tư duy logic, Phân tích định lượng",
KTE206,Phương pháp nghiên cứu trong kinh tế và kinh doanh (Research Methodology for Economics and Business),"Triết lý nghiên cứu, Phương pháp luận nghiên cứu, Xác định chủ đề nghiên cứu, Tổng quan tài liệu nghiên cứu, Tiếp cận phát triển lý thuyết, Thiết kế nghiên cứu, Đạo đức nghiên cứu, Phân tích dữ liệu định lượng, Phân tích dữ liệu định tính","Xác định chủ đề nghiên cứu, Tổng quan tài liệu, Thu thập và phân tích dữ liệu, Trình bày báo cáo kết quả nghiên cứu, Làm việc độc lập, Làm việc theo nhóm",
TOAE109/TOAH109,Đại số tuyến tính (Linear Algebra),"Ma trận và định thức, Không gian véc tơ, Hệ phương trình tuyến tính, Nghiệm bình phương tối thiểu, Mô hình tuyến tính trong kinh tế và kinh doanh, Ma trận khối trong phân tích dữ liệu, Giá trị riêng","Tính định thức, Thực hiện phép tính ma trận, Tìm ma trận nghịch đảo, Tìm hạng ma trận, Giải hệ phương trình tuyến tính, Biểu diễn, phân tích và giải thích dữ liệu, Giảm kích thước mô hình, Tư duy logic, Phân tích định lượng",Phần mềm giải toán đại số tuyến tính
TOAE203,Probability and Statistics for Economics and Business,"Descriptive statistics, Probability theory basics, One-dimensional and multi-dimensional random quantities, Probability distribution rules, Sample theory, Parameter estimation, Statistical hypothesis testing, Analysis of variance, Correlation analysis, Regression analysis","Analyzing economic and business data, Estimating parameters, Hypothesis testing, Regression analysis execution, Logical reasoning, Teamwork","Excel, Python, R"
PLUH111,Introduction to Law,"Legal theories, Origins and essences of states and laws, Socialist legal systems, Constitutional law of Vietnam, Civil law (ownership, obligations, contracts), Criminal law of Vietnam, Public international law, Private international law, Economic analysis of law","Legal provision interpretation, Legal norm analysis, Identifying legal issues, Solving legal cases and problems, Conflict of laws analysis, Independent working, Group working",
TINE210,Digital Technologies and Artificial Intelligence Applications,"Core concepts of digital technology, Core concepts of Artificial Intelligence (AI), Machine learning models principles, Digital risks and security policies, Digital ethics","Designing academic content, graphics, and videos, Professional information communication across platforms, Teamwork through digital platforms, Data extraction and visualization, Identifying and handling security issues (phishing, fake data), Deploying small AI application products","MS Word, Google Docs, MS PowerPoint, Canva, AI tools, Google Workspace, MS Teams, MS Excel, Google Sheets"
TOAE102,"Mathematics, Probability and Statistics in Economics","Matrices and determinants, Systems of linear equations, Calculus for functions of two variables in economics, Parameter estimation, Hypothesis testing, Correlation analysis, Two-variable regression models","Applying mathematical methods in optimization problems, Economic optimization solving, Data processing, Regression and correlation analysis, Logical reasoning, Quantitative analysis",Statistical software
TOAE105,Advanced Mathematics,"Linear Algebra: matrices, determinants, vector spaces, systems of linear equations, Mathematical Analysis: limit, continuity, integral and differential calculus, Single-variable and multi-variable calculus extremes, Linear equations and second order linear equations, Linear models in business administration","Calculating determinants, Matrix operations, Finding inverse and rank of matrices, Solving systems of linear equations, Finding limits and reviewing continuity, Calculating derivatives and integrals of single variable functions, Analyzing multivariate and implicit functions, Logical thinking, Quantitative analysis",
TCHE321,Corporate Finance,"Principles of corporate finance, Financial statement analysis, Investment appraisal, Interest rates, Risk and return, Capital Asset Pricing Model (CAPM), Capital structure, Dividend policy, Short-term financial management","Evaluating investment opportunities and projects, Analyzing return and risk, Performing financial analysis using ratios and techniques, Short-term and long-term project appraisal, Collaboration and problem-solving, Academic English presentation",
TOAE209/TOAH209,Thiết kế và phân tích thuật toán (Design and Analysis of Algorithms),"Ý nghĩa và tầm quan trọng của thuật toán, Độ phức tạp tính toán theo thời gian và không gian, Kỹ thuật phân tích và thiết kế thuật toán, Thuật toán kinh điển","Phân tích thuật toán, Thiết kế thuật toán, Đánh giá độ phức tạp tính toán của thuật toán, Lập trình cài đặt thuật toán kinh điển, So sánh, đánh giá hiệu quả của các thuật toán",Ngôn ngữ lập trình
KET.F1.2,Business and Technology,"Business and its environment, Organisational structure, Role of accounting and audit functions, Corporate governance, Financial reporting, assurance, control and compliance, Leadership, management and people management, Effective individual and team behaviour, Professional ethics in business","Analyzing external business influences (economic, legal, social, tech), Communicating, reporting, and assuring financial information, Team recruitment, management, and motivation, Personal effectiveness and communication, Collaborative teamwork, Effective presentation",
KET.F4,Corporate and Business Law,"Vietnamese legal system (sources of law, court system), Law of obligations (contract, tort), Employment relationships law, Company forms and constitutions, Company financing and types of capital, Company management, administration and regulation, Legal aspects of insolvency, Corporate fraudulent and criminal behaviour","Identifying legal system elements, Applying legal rules of obligations, Analyzing employment relationships legally, Distinguishing business organizations, Analyzing corporate legal disputes, Professional legal problem analysis, Group work",
KTEE306,International Economic Relations,"Foundational concepts of international trade, International trade in services, International investment, Economic integration and globalization, Trade theories (absolute advantage, comparative advantage, modern trade), International economic organizations, International cooperation in science and technology","Identifying global economic and business issues, Analyzing trade policy and regional integration, Using economic principles to assess flows of goods/services/capital, Presenting specialized knowledge in academic/professional environments, Proposing solutions for trade competition and non-tariff barriers","Excel, Stata"
QTRE312,Strategic Management,"Strategic management process, Global vs local environments, Corporate and business-level strategies, Strategy implementation and functions analysis, International strategy in global context, Ethical decision making and CSR, Stakeholder theory, Business and government relationship","Strategic analysis, Analyzing enterprises' functional departments, Strategic decision-making, Problem-solving, Leadership in dynamic environments, Teamwork and persuasion, Career roadmap design",
TOAE302,Principles of Statistics and Business Statistics,"Data analytics in business administration, Types of data, Data collection and clean principles, Data exploration and visualization methods, Data-driven decision making","Data cleaning, Applying exploratory and data visualization techniques, Extracting and analyzing info from tables, charts, and graphs, Teamwork and presentation, Making reports from data analytics, Critical thinking",Statistical software
KDOE202,Introduction to Management Science,"Management activities from managerial perspectives, Internal and external business environments, Economic models in business planning, Resource optimization (human resources), Business strategy development, Business models and innovation","Strategic analysis, Applying scientific principles and economic models in planning, Conducting cost–benefit analysis, Resource optimization, Designing and communicating business solutions, Adaptability and problem-solving",Scientific tools
COSE100/COSH100,Nhập môn Tư duy tính toán và lập trình (Introduction to Computational Thinking and Programming),"Khái niệm về thông tin, Xử lý thông tin, Toán rời rạc cơ bản (tập hợp, quan hệ, hàm, logic, tổ hợp), Biểu diễn dữ liệu (binary, decimal, hexa, fixed-point, floating-point), Nguyên lý Đại số Boolean, Ngôn ngữ lập trình C/C++, Python, Xây dựng thuật toán và độ phức tạp thuật toán","Giải bài toán khoa học máy tính, Thiết kế mạch đơn giản, Xây dựng và phân tích thuật toán, Thiết kế chương trình hướng cấu trúc đơn giản, Lập trình cơ bản, Tự học","C, C++, Python"
TCHE303,Money and Banking,"Monetary economics, Financial system components, Types of financial intermediaries, Money and interest rates, Commercial banking operations and risk, Central Bank functions and tools, Monetary policy transmission mechanisms","Analyzing monetary economics issues, Analyzing financial system performance, Solving problems in monetary and banking sectors, Teamwork and professional communication",
KETE310,Managerial Accounting,"Managerial accounting fundamentals, Product costing and cost behaviors, Budgeting and profit planning, Flexible budgets and performance analysis, Cost control systems, Capital budgeting decisions, Statement analysis, Accounting professional ethics","Applying cost accounting methods, Analyzing Cost-Volume-Profit relationships, Preparing budgets, Analyzing management accounting reports, Problem solving, Group work",
ESP343,Tiếng Anh chuyên ngành - Khoa học máy tính (ESP - Computer Science),"English terminology in Computer Science, Programming languages concepts, Software engineering concepts, Computer networks and security concepts, Artificial intelligence concepts, Social media concepts","Reading technical papers and articles in English, Writing technical reports and analysis, Note-taking in professional contexts, English communication and group discussion, Academic presenting in English, Literature search and self-study",
TOAE308,Statistics and Business Analysis,"Business analytics concepts, Types of data, Statistical analysis and quantitative methods, Computer-based models in business analysis, Data visualization techniques","Data collection and cleaning, Data visualization and exploration, Analyzing business data to support decision-making, Team working, Making reports from data analysis, Critical thinking",Excel
ESP231,English for Specific Purpose 3 (International Business and Economics),"International Business and Economics terminology, Export-import operations, International trade mechanisms, Foreign exchange transactions and international payment, Foreign investment, Marketing and multinational corporations, Transportation, cargo insurance and arbitration","Searching technical terminology in English, Cross-cultural business communication, Information gathering and data synthesis, English technical discussion and presentation, Writing academic/business essays in English, Teamwork and collaboration","Presentation software, IT tools"
KTEE212,Policy Analysis,"Public policy process, Public sector intervention theories, Limits of collective action, Tools of public policy, Social benefits and costs measurement, Cost–benefit analysis theory","Applying economic principles to policy processes, Applying cost-benefit analysis tools to policy issues, Information gathering, Academic and policy writing (JIEM standard), Communication and presentation of policy briefs, Teamwork and leadership",
ESP237,English for Specific Purpose - Technical Writing and Presentation,"Technical writing principles (planning, organizing, editing), Data science and computer science English terms, Technical document structures (summaries, reports, proposals, CV), Principles of professional presentation","Writing technical reports, abstracts, and proposals, Writing CVs in English, Synthesizing information from reading and listening (note-taking), Explaining technical data to non-expert audiences, Integrating graphics into technical texts, Academic presentation using vocal/non-vocal delivery, Team collaboration",
KDOE308,International Business Environment,"Globalization causes and patterns, Geopolitical changes and tech disruption, Sustainability and evolving work systems, Systems thinking in international business, Roles of governments, multinational enterprises, and stakeholders","Analyzing country-specific business environments, Evaluating opportunities and threats in global markets, Assessing corporate ethical responsibilities, Communicating in academic/professional settings, Developing innovative solutions through human-centred design tools, Teamwork and presentation",Human-centred design tools
QTRE403,Human Resource Management,"Human Resource Management concepts and functions, Labor market conditions and legal environment, Workforce planning, Job analysis and design, Recruitment and selection processes, Training and employee development, Performance management and evaluation systems, Compensation and benefits structure, Labor relations","Applying workforce planning tools, Performing job analysis and job design, Managing recruitment, training, and development processes, Applying employee performance appraisal methods, Applying compensation structures, Interpersonal communication, presentation, and leadership, Problem-solving and critical thinking",
TOAE207/TOAH207,Vật lý cho hệ thống tính toán (Physics for Computing),"Cấu trúc máy tính, Phương pháp tính nâng cao trong vật lý, Phương trình vi phân có điều kiện biên và điều kiện đầu, Phương trình đạo hàm riêng, Mô phỏng động học phân tử, Phương pháp Monte Carlo trong vật lý","Giải gần đúng phương trình vi phân và đạo hàm riêng, Sử dụng kỹ thuật mô phỏng động học phân tử, Áp dụng phương pháp mô phỏng Monte Carlo, Viết thuật toán dưới dạng mã giả, Tư duy logic và phân tích định lượng","Matlab, C"
TOAE208/TOAH208,Phương pháp tính toán số (Numerical Computing Methods),"Số xấp xỉ và sai số (tuyệt đối, tương đối, quy tròn), Xấp xỉ hàm số (đa thức nội suy, bình phương bé nhất), Tính gần đúng đạo hàm và tích phân, Giải gần đúng phương trình phi tuyến, Tính gần đúng nghiệm hệ phương trình đại số tuyến tính, Giải gần đúng phương trình vi phân thường","Áp dụng phương pháp xấp xỉ hàm số, Giải gần đúng các bài toán toán học, Thiết kế thuật toán qua sơ đồ khối, Lập trình thuật toán tính toán số, Tư duy logic và phân tích định lượng","Matlab, Python"
DASE100/DASH100,Cấu trúc dữ liệu và Giải thuật (Data Structures and Algorithms),"Khái niệm thuật toán cơ bản, Thuật toán tìm kiếm và sắp xếp, Đồ thị và cây, Cấu trúc dữ liệu tương ứng","Thiết kế thuật toán cơ bản, Cài đặt thuật toán vào thực tế, Giải bài tập cấu trúc dữ liệu đồ thị, cây, Tư duy logic, Tự học",Ngôn ngữ lập trình
QTRE410,Operations Management,"Core principles of Operations Management, Demand forecasting models, Product and service design, Process selection and facility layout, Design of work systems, Capacity and location planning, Material requirements planning (MRP), Inventory management and scheduling, Queuing models","Forecasting demand in practice, Designing facility layouts and work systems, Planning capacity, locations, and inventory, Analyzing production/service system effectiveness, Data collection and synthesis, Critical thinking and teamwork",Information technology tools
COSE201/COSH201,Mạng máy tính (Computer networks),"Hoạt động mạng máy tính và Internet, Mô hình OSI và chức năng các lớp, Địa chỉ IP và chồng giao thức TCP/IP, Hoạt động của các thiết bị mạng, Giao thức mạng quan trọng, Các dịch vụ chuẩn (DNS, TELNET, FTP, Mail, Web)","Giải thích quá trình truyền dữ liệu, Giải bài toán cấu hình hệ thống mạng, Sử dụng Internet trong học tập và nghiên cứu, Cài đặt và cấu hình dịch vụ mạng (DNS, TELNET, FTP, Mail, Web), Tự học","DNS, TELNET, FTP, Mail, Web"
COSE200/COSH200,Kiến trúc máy tính và Nguyên lý hệ điều hành (Computer Architecture and Principles of Operating Systems),"Kiến trúc máy tính tổng quát, Kiến trúc CPU và tập lệnh, Cơ chế ống lệnh, Hệ thống phân cấp bộ nhớ, Hệ thống bus và thiết bị ngoại vi, Nguyên lý hoạt động hệ điều hành, Quản lý hệ thống file, Quản lý và điều độ tiến trình CPU, Hệ điều hành Windows và Linux","Xử lý vấn đề kỹ thuật máy tính (tháo lắp, thay thế bộ phận), Cài đặt hệ điều hành (Windows, Linux), Xử lý sự cố máy tính và laptop, Đánh giá hoạt động hệ thống máy tính, Tự học","Windows, Linux"
TCHE401,Financial Markets and Institutions,"Financial markets role, classifications and participants, Major financial instruments, Financial institutions (commercial banks, securities companies, insurance firms, investment funds), Financial instrument valuation concepts, Risk management mechanisms in financial institutions, Sensitivity and risk analysis tools","Analyzing financial market structure and operations, Valuing financial instruments, Assessing risks of financial institutions, Information gathering and selection, Analyzing financial market trends",
KETE307,Financial Management,"Investment, financing, and working capital decisions, Time value of money and rate of return, Financial asset valuation, Investment appraisal techniques, Weighted average cost of capital (WACC), Capital structure and financial leverage, Financial ratio analysis","Analyzing corporate financial statements, Valuing financial assets, Appraising short-term and long-term investment projects, Analyzing financing options and capital costs, Data processing for financial decision-making, Teamwork and critical thinking",
KETE201/KETH201,Nguyên lý kế toán (Principles of Accounting),"Bản chất, vai trò, chức năng của kế toán, Nguyên tắc kế toán cơ bản, Yếu tố báo cáo tài chính (Tài sản, Nguồn vốn, Doanh thu, Thu nhập, Chi phí), Quy trình lập báo cáo tài chính doanh nghiệp, Mối quan hệ giữa các báo cáo tài chính, Đạo đức nghề nghiệp kế toán - kiểm toán","Lập chứng từ kế toán, Ghi sổ kế toán, Đo lường, xác định giá trị đối tượng kế toán, Xác định kết quả kinh doanh kỳ kế toán, Lập báo cáo tài chính cuối kỳ, Tính toán chỉ tiêu phân tích báo cáo tài chính cơ bản, Tra cứu văn bản pháp luật về kế toán",
TCHE302,Principles of Finance,"Nature, premises and functions of finance, Structure of the financial system, Financial markets and institutions, Time value of money and interest rates, Risk and return relationship, Efficient investment portfolio theory, State budget and public finance basics, Insurance and credit systems","Analyzing personal and corporate financial factors, Evaluating risk and return, Constructing investment portfolios, Analyzing national financial and state budget mechanisms, Solving real-world financial problems, Professional teamwork and communication",
PPHE107/PPH107,Tư duy thiết kế (Design thinking),"Human-centered design process, Design thinking methodology in business, Market needs and customer unmet needs, Visual communication theory","Identifying customer unmet needs and pain points, Developing design plans based on tools, Creating viable business solutions, Customer storytelling and visual presentation, Managing independent group projects",
TMAE319/TMAH319,Đổi mới sáng tạo (Innovation),"Lý thuyết nền tảng về đổi mới sáng tạo, Quy trình phát triển ý tưởng thành doanh nghiệp, Hệ sinh thái đổi mới sáng tạo và khởi nghiệp, Công cụ và kỹ thuật sáng tạo, Phương thức duy trì đổi mới sáng tạo trong tổ chức","Phát triển ý tưởng sáng tạo, Đánh giá ý tưởng sáng tạo, Giải quyết bài toán thực tế của doanh nghiệp, Thu thập, phân tích và xử lý thông tin, Quản lý và lãnh đạo nhóm, Thuyết trình và lập luận sắp xếp ý tưởng",
TOAE201/TOAH201,Lý thuyết xác suất và thống kê toán (The Theory of Probability and Mathematical Statistics),"Khái niệm cơ bản về xác suất, Đại lượng ngẫu nhiên một chiều và nhiều chiều, Quy luật phân phối xác suất, Lý thuyết mẫu trong thống kê, Bài toán ước lượng thống kê, Kiểm định giả thiết thống kê, Hồi quy tuyến tính, Ứng dụng xác suất thống kê trong kinh tế và kinh doanh","Xử lý số liệu thống kê, Giải quyết bài toán ước lượng và kiểm định, Phân tích hồi quy ứng dụng, Tư duy logic, Thực hành giải toán bằng phần mềm máy tính",Phần mềm xác suất thống kê
TLHE102/TLHH102,Tâm lý học (Psychology),"Khái niệm và lý thuyết tâm lý cơ bản, Hoạt động nhận thức, ý thức, vô thức, Xúc cảm, tình cảm, ý chí, nhân cách, Các thuộc tính tâm lý nhân cách, Stress, rối loạn tâm lý, hành vi lệch chuẩn","Phân tích hành vi, tính cách và động lực, Kiểm soát cảm xúc cá nhân, Giải quyết vấn đề tâm lý thực tiễn, Nghiên cứu các hiện tượng tâm lý đời sống và công việc",
MKTE301,Principles of Marketing,"Marketing environment factors, Consumer and business buyer behaviors, Marketing research design, Marketing mix (4Ps) policies, Target market selection strategies","Analyzing marketing environments, Designing market research, Selecting target markets, Proposing integrated marketing solutions, Professional communication and teamwork, Group leadership",
ESP121,Tiếng Anh chuyên ngành 2 (Giao tiếp kinh doanh) (English for Specific Purpose 2),"Business English vocabulary and terminology, Workplace culture and office etiquette, Formal and informal business report structures, Business proposal formatting, Job interview techniques","Drafting business emails and workplace messages, Writing formal/informal business reports and proposals, Delivering oral presentations with visual aids, Handling job interviews in English, Cross-cultural business communication, Professional listening and reading, Self-study plan management",Visual aids
TOAE111/TOAH111,Toán rời rạc (Discrete Mathematics),"Lý thuyết số, Suy luận toán học, Lý thuyết đếm, Mô hình tính toán, Máy Turing","Giải các bài toán rời rạc cụ thể, Ứng dụng thuật toán toán học, Lập trình giải bài toán rời rạc, Tư duy logic, Phân tích thuật toán","C++, Matlab, R, Python"
ESP232,Tiếng Anh chuyên ngành 3 (Quản trị kinh doanh) (English for Specific Purpose 3),"Business English terminology, Human Resource Management terminology, Financial Management terminology, Strategic Management terminology, Operations Management terminology, Accounting terminology, Marketing Management and E-commerce terminology, Corporate culture and brand development concepts","Reading long texts on business topics, Listening to academic and technical presentations, English business presenting and situational communication, Writing academic business essays, Analyzing department interactions in business, Teamwork and task supervision",
ESP342,Tiếng Anh chuyên ngành 4 (Hợp đồng) (English for Specific Purpose 4),"Contract language characteristics, Structure and basic clauses of international commercial contracts, International cargo transportation methods and bills of lading, Incoterms 2020, Force majeure and risk/property transfer, International payment methods (L/C, bank guarantee), Cargo insurance terms and quality inspection, Civil law and Common law systems overview, Dispute resolution in international contracts","Negotiating international sales contracts, Drafting commercial contract clauses, Translating contract clauses (English-Vietnamese), Writing business letters/texts on trade and transport, Presenting international trade and shipping legal issues, Independent and group research",Incoterms 2020
KDO203E,Introduction to Business,"Economic indicators and business cycles, Business establishment steps, Legal forms of business ownership, Human resource management overview, Quality and competitive management, Marketing and corporate finance fundamentals, Business ethics and Corporate Social Responsibility (CSR), International market expansion decisions","Using business vocabulary, Critical and analytical thinking, Business decision-making, Workplace simulation exercises, Analyzing combination of business models and country characteristics, Teamwork, presentation, and leadership",
NGOE102,CULTURE AND CODING: PYTHON,"Computer science overview, Formal logic, Computational thinking, History and cultural roles of technology, Technology influence on modern culture","Writing simple programs in Python, Formulating research questions based on data, Synthesizing literature to support viewpoints, Writing cultural/technical essays, Adapting approaches in real-world contexts",Python
KTEE309,Econometrics,"Linear regression model theory, Model estimation methods, Econometric problems detection (heteroscedasticity, autocorrelation, etc.), Hypothesis testing in regression, Forecasting principles, Policy recommendation drafting","Building linear regression models, Finding and collecting relevant economic data, Estimating models using software, Interpreting regression coefficients, Detecting and fixing model violations, Quantitative data analysis, Critical thinking and teamwork",Statistical software
TINE314,Programming for Data Analysis and Scientific Computing,"Scientific computing basics, Statistical data analysis using Python, Data science project lifecycle, Data processing and cleaning principles, Data visualization techniques, Predictive modeling and basic machine learning models","Processing large amounts of data efficiently, Data cleaning, manipulation, and summary, Running inferential statistical analyses, Visualizing corporate business data, Building and evaluating basic machine learning models, Logical thinking, Self-study","Python, Python data science libraries"
ESP341,Tiếng Anh chuyên ngành 4 (Thư tín) (English for Specific Purpose 4),"Business correspondence style and tone, Structure of trade letters (Inquiry, Offer, Quotation, Order, Payment, Complaint), Structure of resumes and cover letters in English, Terminology in commercial exchange","Drafting business letters of inquiry and quotation, Drafting business offers and orders, Drafting payment follow-ups and complaint letters, Writing professional English resumes and cover letters, Trade risk mitigation through written communication, Professional vocabulary searching, Team collaboration",
KETE301,Financial Accounting,"Fundamentals of financial accounting, Fraud prevention and internal control, Accounting elements (Inventory, cash, receivables, long-lived assets, bonds, liabilities, stockholders' equity), Financial reporting disclosure requirements, Financial ratio analysis concepts, Professional accounting ethics","Recording allowances and bad debts, Recording and reporting company assets and liabilities, Recording equity transactions, Preparing financial statements, Computing financial ratios for business analysis, Applying accounting principles to ethical dilemmas",
